ticket_id,department,category,priority,status,open_date,resolution_days,agent_id,satisfaction_score,resolution_date,sla_target_days,sla_met
TKT_09149,Operations,Onboarding,High,Resolved,2024-08-09,28.0,AGT_050,1.0,2024-09-06,3,0
TKT_09150,IT,Maintenance,Critical,Resolved,2025-07-18,25.0,AGT_030,4.0,2025-08-12,1,0
TKT_09151,Finance,Software,Medium,Escalated,2026-05-11,24.0,AGT_007,,2026-06-04,7,0
TKT_09152,Facilities,Network,Medium,Open,2025-11-19,23.0,AGT_035,4.0,2025-12-12,7,0
TKT_09153,Finance,Onboarding,High,Open,2025-05-24,29.0,AGT_050,,2025-06-22,3,0
TKT_09154,HR,Payroll,Critical,Resolved,2025-12-07,10.0,AGT_046,,2025-12-17,1,0
TKT_09155,Facilities,Onboarding,High,Resolved,2026-02-21,2.0,AGT_024,,2026-02-23,3,1
TKT_09156,Facilities,Payroll,High,Open,2025-03-30,8.0,AGT_015,3.0,2025-04-07,3,0
TKT_09157,Finance,Hardware,Critical,Resolved,2025-09-09,29.0,AGT_015,4.0,2025-10-08,1,0
TKT_09158,HR,Software,Medium,Resolved,2025-09-27,7.0,AGT_008,5.0,2025-10-04,7,1
TKT_09159,Finance,Payroll,Low,Escalated,2025-03-11,10.0,AGT_049,4.0,2025-03-21,14,1
TKT_09160,IT,Maintenance,Low,Open,2024-10-20,,AGT_005,,,14,0
TKT_09161,IT,Software,Medium,Open,2024-12-16,28.0,AGT_022,2.0,2025-01-13,7,0
TKT_09162,Operations,Payroll,High,Resolved,2024-09-16,16.0,AGT_026,2.0,2024-10-02,3,0
TKT_09163,Finance,Maintenance,Low,Open,2025-11-27,13.0,AGT_019,,2025-12-10,14,1
TKT_09164,IT,Access,Low,Resolved,2025-05-19,15.0,AGT_045,4.0,2025-06-03,14,0
TKT_09165,HR,Maintenance,High,Resolved,2025-11-25,20.0,AGT_033,3.0,2025-12-15,3,0
TKT_09166,Operations,Onboarding,Low,Escalated,2026-03-18,30.0,AGT_015,1.0,2026-04-17,14,0
TKT_09167,Finance,Maintenance,High,Resolved,2026-03-20,18.0,AGT_021,,2026-04-07,3,0
TKT_09168,IT,Maintenance,Low,Resolved,2025-07-21,26.0,AGT_027,3.0,2025-08-16,14,0
TKT_09169,Operations,Access,Critical,Resolved,2025-12-19,28.0,AGT_012,4.0,2026-01-16,1,0
TKT_09170,Operations,Onboarding,High,Resolved,2025-04-15,3.0,AGT_048,5.0,2025-04-18,3,1
TKT_09171,Finance,Onboarding,Medium,Open,2025-09-20,29.0,AGT_036,3.0,2025-10-19,7,0
TKT_09172,Facilities,Software,Low,Resolved,2024-06-12,,AGT_030,,,14,0
TKT_09173,HR,Software,Critical,Resolved,2024-09-29,,AGT_022,1.0,,1,0
TKT_09174,Operations,Access,Critical,Escalated,2025-03-30,,AGT_013,1.0,,1,0
TKT_09175,Operations,Software,Low,Resolved,2025-08-05,,AGT_044,,,14,0
TKT_09176,Operations,Maintenance,Low,Escalated,2026-05-19,1.0,AGT_007,1.0,2026-05-20,14,1
TKT_09177,HR,Payroll,Critical,Resolved,2025-01-08,13.0,AGT_050,3.0,2025-01-21,1,0
TKT_09178,Finance,Onboarding,Low,Escalated,2024-12-30,6.0,AGT_033,4.0,2025-01-05,14,1
TKT_09179,Facilities,Access,Low,Resolved,2026-04-16,,AGT_017,2.0,,14,0
TKT_09180,IT,Access,High,Open,2024-12-30,21.0,AGT_035,3.0,2025-01-20,3,0
TKT_09181,Operations,Access,High,Resolved,2024-12-13,,AGT_016,2.0,,3,0
TKT_09182,HR,Network,Critical,Resolved,2024-09-08,29.0,AGT_016,4.0,2024-10-07,1,0
TKT_09183,IT,Maintenance,Critical,Resolved,2026-03-05,9.0,AGT_025,,2026-03-14,1,0
TKT_09184,IT,Access,Low,Open,2025-05-10,1.0,AGT_019,,2025-05-11,14,1
TKT_09185,HR,Onboarding,Medium,Resolved,2024-10-21,2.0,AGT_037,5.0,2024-10-23,7,1
TKT_09186,Operations,Software,High,Open,2025-04-08,10.0,AGT_010,1.0,2025-04-18,3,0
TKT_09187,HR,Onboarding,Low,Escalated,2025-10-11,,AGT_008,3.0,,14,0
TKT_09188,Facilities,Network,High,Escalated,2024-09-08,30.0,AGT_023,2.0,2024-10-08,3,0
TKT_09189,Finance,Network,Critical,Resolved,2024-10-27,26.0,AGT_010,1.0,2024-11-22,1,0
TKT_09190,Operations,Payroll,High,Resolved,2024-08-02,4.0,AGT_046,3.0,2024-08-06,3,0
TKT_09191,Finance,Onboarding,Low,Open,2024-11-01,24.0,AGT_038,2.0,2024-11-25,14,0
TKT_09192,Operations,Network,Low,Open,2026-02-17,26.0,AGT_027,5.0,2026-03-15,14,0
TKT_09193,IT,Network,Low,Open,2025-06-21,,AGT_017,1.0,,14,0
TKT_09194,Finance,Maintenance,High,Resolved,2025-05-16,16.0,AGT_024,1.0,2025-06-01,3,0
TKT_09195,Facilities,Payroll,High,Resolved,2024-06-02,,AGT_034,3.0,,3,0
TKT_09196,Operations,Maintenance,High,Escalated,2026-02-17,,AGT_030,,,3,0
TKT_09197,Finance,Hardware,Low,Escalated,2025-04-02,15.0,AGT_049,5.0,2025-04-17,14,0
TKT_09198,Finance,Onboarding,Medium,Escalated,2024-11-17,19.0,AGT_005,2.0,2024-12-06,7,0
TKT_09199,Facilities,Hardware,Medium,Resolved,2025-04-19,9.0,AGT_025,,2025-04-28,7,0
TKT_09200,Operations,Hardware,Critical,Escalated,2025-10-15,23.0,AGT_025,,2025-11-07,1,0
TKT_09201,Facilities,Access,Low,Open,2024-09-05,3.0,AGT_013,4.0,2024-09-08,14,1
TKT_09202,HR,Onboarding,Critical,Open,2024-12-31,5.0,AGT_042,4.0,2025-01-05,1,0
TKT_09203,IT,Software,Low,Escalated,2025-12-04,13.0,AGT_040,5.0,2025-12-17,14,1
TKT_09204,Facilities,Software,Critical,Open,2025-09-30,1.0,AGT_014,,2025-10-01,1,1
TKT_09205,HR,Hardware,High,Open,2026-01-05,,AGT_046,2.0,,3,0
TKT_09206,Facilities,Payroll,High,Resolved,2026-05-13,15.0,AGT_004,,2026-05-28,3,0
TKT_09207,Facilities,Access,Medium,Resolved,2024-10-15,1.0,AGT_014,4.0,2024-10-16,7,1
TKT_09208,Operations,Hardware,High,Resolved,2024-12-10,2.0,AGT_009,,2024-12-12,3,1
TKT_09209,Facilities,Maintenance,Critical,Resolved,2024-12-28,25.0,AGT_011,4.0,2025-01-22,1,0
TKT_09210,Facilities,Network,High,Open,2025-12-11,23.0,AGT_007,3.0,2026-01-03,3,0
TKT_09211,Finance,Maintenance,Low,Resolved,2025-05-26,16.0,AGT_028,,2025-06-11,14,0
TKT_09212,Facilities,Hardware,Medium,Resolved,2025-07-13,9.0,AGT_049,4.0,2025-07-22,7,0
TKT_09213,IT,Access,Critical,Escalated,2026-01-25,,AGT_036,2.0,,1,0
TKT_09214,Finance,Maintenance,Medium,Escalated,2025-05-23,28.0,AGT_046,4.0,2025-06-20,7,0
TKT_09215,Facilities,Payroll,Medium,Resolved,2025-03-07,,AGT_033,,,7,0
TKT_09216,Facilities,Payroll,Critical,Resolved,2025-11-07,26.0,AGT_003,1.0,2025-12-03,1,0
TKT_09217,Operations,Hardware,High,Resolved,2024-06-22,,AGT_030,3.0,,3,0
TKT_09218,IT,Onboarding,Critical,Resolved,2026-04-01,28.0,AGT_001,5.0,2026-04-29,1,0
TKT_09219,Facilities,Access,Medium,Open,2025-10-20,28.0,AGT_007,4.0,2025-11-17,7,0
TKT_09220,Facilities,Access,Medium,Resolved,2024-09-26,23.0,AGT_033,2.0,2024-10-19,7,0
TKT_09221,Finance,Network,High,Resolved,2024-08-28,8.0,AGT_010,5.0,2024-09-05,3,0
TKT_09222,Finance,Access,High,Resolved,2025-04-22,24.0,AGT_006,5.0,2025-05-16,3,0
TKT_09223,IT,Maintenance,High,Resolved,2025-10-19,,AGT_045,,,3,0
TKT_09224,Finance,Network,Low,Resolved,2024-10-20,20.0,AGT_022,3.0,2024-11-09,14,0
TKT_09225,Facilities,Network,Critical,Resolved,2025-05-25,27.0,AGT_022,3.0,2025-06-21,1,0
TKT_09226,HR,Onboarding,Low,Escalated,2024-06-29,6.0,AGT_032,4.0,2024-07-05,14,1
TKT_09227,HR,Network,Medium,Resolved,2025-12-23,29.0,AGT_017,,2026-01-21,7,0
TKT_09228,Operations,Hardware,Medium,Open,2025-05-13,18.0,AGT_044,2.0,2025-05-31,7,0
TKT_09229,Operations,Onboarding,High,Resolved,2026-01-29,11.0,AGT_006,2.0,2026-02-09,3,0
TKT_09230,Finance,Network,Low,Open,2025-11-25,12.0,AGT_009,4.0,2025-12-07,14,1
TKT_09231,HR,Payroll,High,Resolved,2025-01-01,19.0,AGT_049,,2025-01-20,3,0
TKT_09232,HR,Network,Medium,Resolved,2025-05-02,15.0,AGT_024,3.0,2025-05-17,7,0
TKT_09233,HR,Software,High,Open,2026-03-02,25.0,AGT_007,5.0,2026-03-27,3,0
TKT_09234,HR,Onboarding,High,Open,2025-09-19,27.0,AGT_012,4.0,2025-10-16,3,0
TKT_09235,Facilities,Payroll,Critical,Open,2025-06-07,29.0,AGT_007,,2025-07-06,1,0
TKT_09236,Finance,Maintenance,Critical,Resolved,2026-05-13,18.0,AGT_035,3.0,2026-05-31,1,0
TKT_09237,Operations,Payroll,Medium,Resolved,2025-01-18,14.0,AGT_035,,2025-02-01,7,0
TKT_09238,IT,Maintenance,Low,Resolved,2025-08-12,,AGT_013,,,14,0
TKT_09239,HR,Hardware,Low,Resolved,2024-10-22,5.0,AGT_045,1.0,2024-10-27,14,1
TKT_09240,IT,Software,Low,Resolved,2026-03-27,12.0,AGT_013,,2026-04-08,14,1
TKT_09241,HR,Access,High,Resolved,2026-02-22,15.0,AGT_019,5.0,2026-03-09,3,0
TKT_09242,Facilities,Maintenance,High,Resolved,2026-01-25,28.0,AGT_001,2.0,2026-02-22,3,0
TKT_09243,Facilities,Hardware,Medium,Resolved,2024-10-18,29.0,AGT_042,2.0,2024-11-16,7,0
TKT_09244,Facilities,Network,Low,Resolved,2025-09-12,,AGT_005,2.0,,14,0
TKT_09245,IT,Software,High,Resolved,2025-10-03,28.0,AGT_031,2.0,2025-10-31,3,0
TKT_09246,IT,Hardware,Critical,Escalated,2024-11-09,5.0,AGT_037,2.0,2024-11-14,1,0
TKT_09247,Finance,Network,Critical,Open,2025-03-23,18.0,AGT_046,5.0,2025-04-10,1,0
TKT_09248,Facilities,Network,Medium,Resolved,2025-06-11,24.0,AGT_005,1.0,2025-07-05,7,0
TKT_09249,Finance,Access,High,Escalated,2026-04-10,,AGT_038,1.0,,3,0
TKT_09250,Facilities,Payroll,Low,Resolved,2024-06-12,5.0,AGT_020,,2024-06-17,14,1
TKT_09251,Finance,Software,High,Escalated,2024-10-23,26.0,AGT_018,,2024-11-18,3,0
TKT_09252,HR,Payroll,Low,Resolved,2024-08-04,23.0,AGT_045,,2024-08-27,14,0
TKT_09253,Finance,Software,Critical,Resolved,2025-07-16,27.0,AGT_046,5.0,2025-08-12,1,0
TKT_09254,IT,Hardware,Low,Resolved,2025-10-20,4.0,AGT_022,2.0,2025-10-24,14,1
TKT_09255,IT,Payroll,Critical,Open,2024-12-04,18.0,AGT_041,4.0,2024-12-22,1,0
TKT_09256,IT,Software,Low,Resolved,2025-01-28,,AGT_024,3.0,,14,0
TKT_09257,HR,Network,Critical,Resolved,2025-02-15,,AGT_031,,,1,0
TKT_09258,Operations,Payroll,Medium,Open,2025-12-22,,AGT_028,2.0,,7,0
TKT_09259,Operations,Payroll,Low,Resolved,2026-03-13,22.0,AGT_048,4.0,2026-04-04,14,0
TKT_09260,HR,Network,Critical,Resolved,2026-03-24,24.0,AGT_025,1.0,2026-04-17,1,0
TKT_09261,HR,Hardware,Low,Resolved,2025-10-12,23.0,AGT_038,,2025-11-04,14,0
TKT_09262,HR,Software,Low,Resolved,2025-04-16,16.0,AGT_049,2.0,2025-05-02,14,0
TKT_09263,Facilities,Software,Critical,Escalated,2025-10-26,,AGT_046,5.0,,1,0
TKT_09264,Facilities,Software,Critical,Resolved,2025-07-28,26.0,AGT_025,1.0,2025-08-23,1,0
TKT_09265,Finance,Access,Low,Escalated,2025-01-08,30.0,AGT_010,,2025-02-07,14,0
TKT_09266,Operations,Maintenance,Medium,Resolved,2025-03-09,22.0,AGT_023,2.0,2025-03-31,7,0
TKT_09267,Finance,Access,Low,Escalated,2026-01-21,8.0,AGT_013,4.0,2026-01-29,14,1
TKT_09268,HR,Hardware,Medium,Resolved,2025-03-14,24.0,AGT_027,1.0,2025-04-07,7,0
TKT_09269,HR,Maintenance,High,Resolved,2025-01-03,25.0,AGT_029,2.0,2025-01-28,3,0
TKT_09270,Finance,Onboarding,Critical,Escalated,2025-06-02,8.0,AGT_007,,2025-06-10,1,0
TKT_09271,Operations,Hardware,Low,Resolved,2024-07-12,15.0,AGT_007,2.0,2024-07-27,14,0
TKT_09272,Operations,Software,Medium,Resolved,2025-03-14,,AGT_032,,,7,0
TKT_09273,Facilities,Maintenance,Low,Resolved,2025-05-07,25.0,AGT_008,1.0,2025-06-01,14,0
TKT_09274,Operations,Access,High,Open,2025-12-19,,AGT_048,3.0,,3,0
TKT_09275,IT,Access,Low,Resolved,2025-09-09,,AGT_009,4.0,,14,0
TKT_09276,Facilities,Network,Low,Resolved,2024-07-02,17.0,AGT_003,3.0,2024-07-19,14,0
TKT_09277,Facilities,Maintenance,Critical,Resolved,2026-01-24,16.0,AGT_015,,2026-02-09,1,0
TKT_09278,Facilities,Maintenance,High,Resolved,2025-04-22,,AGT_020,5.0,,3,0
TKT_09279,HR,Maintenance,High,Resolved,2025-06-10,,AGT_024,5.0,,3,0
TKT_09280,HR,Payroll,High,Resolved,2026-04-30,8.0,AGT_045,2.0,2026-05-08,3,0
TKT_09281,HR,Payroll,Critical,Resolved,2025-02-04,10.0,AGT_031,1.0,2025-02-14,1,0
TKT_09282,Operations,Onboarding,Critical,Resolved,2025-10-04,18.0,AGT_045,,2025-10-22,1,0
TKT_09283,Facilities,Software,Medium,Resolved,2025-02-03,27.0,AGT_018,2.0,2025-03-02,7,0
TKT_09284,Facilities,Network,High,Open,2025-01-19,,AGT_008,,,3,0
TKT_09285,Operations,Payroll,Critical,Resolved,2024-10-31,,AGT_041,1.0,,1,0
TKT_09286,IT,Onboarding,Medium,Resolved,2025-11-10,7.0,AGT_029,,2025-11-17,7,1
TKT_09287,Finance,Maintenance,Low,Resolved,2024-07-12,,AGT_022,,,14,0
TKT_09288,Facilities,Software,Medium,Resolved,2026-04-14,3.0,AGT_025,4.0,2026-04-17,7,1
TKT_09289,Finance,Maintenance,High,Open,2026-05-12,,AGT_023,,,3,0
TKT_09290,IT,Onboarding,Medium,Resolved,2024-11-21,4.0,AGT_040,4.0,2024-11-25,7,1
TKT_09291,Operations,Access,Critical,Escalated,2025-02-02,12.0,AGT_047,2.0,2025-02-14,1,0
TKT_09292,Facilities,Payroll,Low,Resolved,2025-01-22,1.0,AGT_012,3.0,2025-01-23,14,1
TKT_09293,IT,Onboarding,Medium,Open,2025-06-24,10.0,AGT_014,,2025-07-04,7,0
TKT_09294,Operations,Maintenance,Critical,Resolved,2025-04-04,12.0,AGT_001,,2025-04-16,1,0
TKT_09295,IT,Access,Critical,Resolved,2026-04-04,14.0,AGT_004,4.0,2026-04-18,1,0
TKT_09296,HR,Onboarding,Critical,Resolved,2026-01-31,30.0,AGT_009,5.0,2026-03-02,1,0
TKT_09297,Finance,Access,Critical,Resolved,2026-02-04,20.0,AGT_012,3.0,2026-02-24,1,0
TKT_09298,Facilities,Hardware,Medium,Open,2024-12-25,22.0,AGT_019,2.0,2025-01-16,7,0
TKT_09299,Finance,Maintenance,Medium,Resolved,2026-04-24,2.0,AGT_012,3.0,2026-04-26,7,1
TKT_09300,Operations,Network,High,Resolved,2024-06-28,12.0,AGT_009,4.0,2024-07-10,3,0
TKT_09301,Finance,Onboarding,Critical,Resolved,2024-11-05,,AGT_015,2.0,,1,0
TKT_09302,Operations,Software,High,Resolved,2026-01-17,28.0,AGT_029,1.0,2026-02-14,3,0
TKT_09303,Facilities,Access,Critical,Resolved,2025-09-16,25.0,AGT_006,,2025-10-11,1,0
TKT_09304,Facilities,Network,High,Escalated,2026-01-02,4.0,AGT_026,3.0,2026-01-06,3,0
TKT_09305,Facilities,Payroll,High,Resolved,2025-02-26,19.0,AGT_025,4.0,2025-03-17,3,0
TKT_09306,Finance,Access,Low,Resolved,2025-07-01,12.0,AGT_020,3.0,2025-07-13,14,1
TKT_09307,Operations,Network,Low,Resolved,2024-09-11,22.0,AGT_015,5.0,2024-10-03,14,0
TKT_09308,IT,Hardware,Critical,Resolved,2024-09-11,1.0,AGT_014,2.0,2024-09-12,1,1
TKT_09309,Finance,Hardware,Low,Open,2025-01-09,16.0,AGT_043,,2025-01-25,14,0
TKT_09310,Facilities,Hardware,Critical,Open,2024-08-30,3.0,AGT_047,,2024-09-02,1,0
TKT_09311,Operations,Payroll,Medium,Escalated,2025-09-19,18.0,AGT_013,1.0,2025-10-07,7,0
TKT_09312,Operations,Network,Medium,Escalated,2024-08-13,,AGT_048,3.0,,7,0
TKT_09313,Facilities,Software,Low,Resolved,2025-08-27,27.0,AGT_045,,2025-09-23,14,0
TKT_09314,Finance,Payroll,High,Resolved,2024-10-04,30.0,AGT_023,5.0,2024-11-03,3,0
TKT_09315,Facilities,Payroll,Critical,Resolved,2025-04-05,,AGT_006,1.0,,1,0
TKT_09316,Operations,Hardware,Low,Open,2024-10-16,11.0,AGT_039,1.0,2024-10-27,14,1
TKT_09317,HR,Software,Critical,Escalated,2025-09-16,16.0,AGT_040,1.0,2025-10-02,1,0
TKT_09318,Facilities,Network,Low,Resolved,2026-04-09,,AGT_040,2.0,,14,0
TKT_09319,HR,Maintenance,High,Escalated,2024-08-03,25.0,AGT_029,4.0,2024-08-28,3,0
TKT_09320,IT,Payroll,Medium,Escalated,2024-10-18,15.0,AGT_041,2.0,2024-11-02,7,0
TKT_09321,Facilities,Software,Critical,Resolved,2024-08-12,14.0,AGT_048,3.0,2024-08-26,1,0
TKT_09322,Operations,Access,Low,Resolved,2025-08-07,,AGT_011,,,14,0
TKT_09323,HR,Payroll,High,Escalated,2026-03-27,19.0,AGT_005,4.0,2026-04-15,3,0
TKT_09324,HR,Network,High,Resolved,2024-11-04,25.0,AGT_005,3.0,2024-11-29,3,0
TKT_09325,Operations,Payroll,Critical,Resolved,2024-11-03,,AGT_005,5.0,,1,0
TKT_09326,IT,Onboarding,Low,Escalated,2025-12-18,3.0,AGT_021,,2025-12-21,14,1
TKT_09327,IT,Payroll,Critical,Resolved,2025-01-23,15.0,AGT_009,2.0,2025-02-07,1,0
TKT_09328,Facilities,Hardware,High,Resolved,2025-06-15,19.0,AGT_040,4.0,2025-07-04,3,0
TKT_09329,IT,Hardware,Low,Open,2025-09-19,30.0,AGT_011,,2025-10-19,14,0
TKT_09330,Facilities,Software,High,Resolved,2024-11-01,24.0,AGT_029,,2024-11-25,3,0
TKT_09331,HR,Access,High,Escalated,2026-01-29,,AGT_049,3.0,,3,0
TKT_09332,Operations,Maintenance,Low,Open,2025-08-02,23.0,AGT_001,5.0,2025-08-25,14,0
TKT_09333,IT,Access,High,Escalated,2025-04-08,6.0,AGT_040,5.0,2025-04-14,3,0
TKT_09334,Operations,Network,Medium,Resolved,2025-05-03,10.0,AGT_044,5.0,2025-05-13,7,0
TKT_09335,Operations,Onboarding,Critical,Escalated,2024-08-30,2.0,AGT_038,2.0,2024-09-01,1,0
TKT_09336,HR,Software,High,Escalated,2025-11-23,11.0,AGT_014,1.0,2025-12-04,3,0
TKT_09337,IT,Software,High,Resolved,2025-10-11,22.0,AGT_047,,2025-11-02,3,0
TKT_09338,IT,Software,High,Open,2024-10-31,,AGT_004,2.0,,3,0
TKT_09339,Operations,Hardware,Medium,Resolved,2026-01-04,7.0,AGT_027,5.0,2026-01-11,7,1
TKT_09340,Finance,Onboarding,Critical,Resolved,2025-11-27,8.0,AGT_031,,2025-12-05,1,0
TKT_09341,Finance,Hardware,High,Resolved,2024-08-31,,AGT_028,5.0,,3,0
TKT_09342,Finance,Maintenance,High,Escalated,2026-04-25,26.0,AGT_041,2.0,2026-05-21,3,0
TKT_09343,Operations,Hardware,High,Escalated,2025-07-13,6.0,AGT_017,5.0,2025-07-19,3,0
TKT_09344,Facilities,Access,Low,Resolved,2024-11-12,2.0,AGT_009,5.0,2024-11-14,14,1
TKT_09345,Operations,Payroll,Low,Resolved,2025-07-29,8.0,AGT_004,4.0,2025-08-06,14,1
TKT_09346,Finance,Software,Medium,Resolved,2024-12-21,22.0,AGT_041,3.0,2025-01-12,7,0
TKT_09347,Finance,Hardware,Critical,Resolved,2025-09-18,16.0,AGT_046,,2025-10-04,1,0
TKT_09348,Operations,Network,Low,Resolved,2025-11-13,15.0,AGT_045,1.0,2025-11-28,14,0
TKT_09349,Facilities,Maintenance,High,Open,2025-02-06,30.0,AGT_008,1.0,2025-03-08,3,0
TKT_09350,Operations,Network,Critical,Resolved,2026-03-19,,AGT_047,3.0,,1,0
TKT_09351,Finance,Software,Critical,Resolved,2024-12-26,,AGT_050,4.0,,1,0
TKT_09352,Finance,Maintenance,Medium,Resolved,2025-01-02,,AGT_006,1.0,,7,0
TKT_09353,Finance,Software,Low,Resolved,2025-09-17,20.0,AGT_032,1.0,2025-10-07,14,0
TKT_09354,Operations,Network,Medium,Escalated,2024-11-17,15.0,AGT_049,,2024-12-02,7,0
TKT_09355,Finance,Access,Medium,Open,2024-08-24,26.0,AGT_045,5.0,2024-09-19,7,0
TKT_09356,IT,Network,Critical,Resolved,2025-02-02,1.0,AGT_016,,2025-02-03,1,1
TKT_09357,HR,Maintenance,Medium,Resolved,2026-04-15,29.0,AGT_005,1.0,2026-05-14,7,0
TKT_09358,Finance,Software,Critical,Open,2026-03-05,21.0,AGT_003,1.0,2026-03-26,1,0
TKT_09359,Operations,Maintenance,High,Open,2024-10-04,14.0,AGT_005,1.0,2024-10-18,3,0
TKT_09360,Operations,Payroll,Medium,Resolved,2024-10-31,9.0,AGT_003,4.0,2024-11-09,7,0
TKT_09361,Finance,Software,High,Open,2024-12-20,23.0,AGT_040,2.0,2025-01-12,3,0
TKT_09362,IT,Onboarding,Medium,Resolved,2024-12-26,3.0,AGT_008,2.0,2024-12-29,7,1
TKT_09363,IT,Onboarding,Critical,Open,2024-06-12,,AGT_002,1.0,,1,0
TKT_09364,IT,Software,Critical,Resolved,2025-08-12,22.0,AGT_044,,2025-09-03,1,0
TKT_09365,Operations,Onboarding,Low,Open,2024-10-14,13.0,AGT_050,2.0,2024-10-27,14,1
TKT_09366,Facilities,Hardware,Critical,Resolved,2024-11-15,8.0,AGT_017,1.0,2024-11-23,1,0
TKT_09367,Operations,Hardware,High,Resolved,2025-03-28,29.0,AGT_026,4.0,2025-04-26,3,0
TKT_09368,Finance,Payroll,Low,Resolved,2025-02-14,,AGT_003,5.0,,14,0
TKT_09369,Facilities,Network,High,Resolved,2024-12-07,,AGT_004,2.0,,3,0
TKT_09370,Operations,Network,Critical,Resolved,2024-07-19,,AGT_022,2.0,,1,0
TKT_09371,Facilities,Maintenance,High,Open,2025-12-21,,AGT_012,2.0,,3,0
TKT_09372,HR,Maintenance,High,Resolved,2025-02-09,,AGT_042,1.0,,3,0
TKT_09373,Finance,Software,Low,Open,2025-02-19,18.0,AGT_003,,2025-03-09,14,0
TKT_09374,IT,Hardware,Medium,Resolved,2025-01-26,9.0,AGT_020,4.0,2025-02-04,7,0
TKT_09375,Finance,Software,Critical,Open,2024-10-28,26.0,AGT_038,4.0,2024-11-23,1,0
TKT_09376,IT,Network,Low,Open,2024-09-14,19.0,AGT_022,,2024-10-03,14,0
TKT_09377,Operations,Payroll,Medium,Resolved,2025-11-28,18.0,AGT_025,5.0,2025-12-16,7,0
TKT_09378,Operations,Software,High,Resolved,2025-06-25,,AGT_027,,,3,0
TKT_09379,Finance,Network,Medium,Open,2025-10-01,10.0,AGT_035,1.0,2025-10-11,7,0
TKT_09380,Finance,Payroll,High,Resolved,2025-05-19,,AGT_026,5.0,,3,0
TKT_09381,Finance,Access,Medium,Open,2025-05-12,1.0,AGT_046,4.0,2025-05-13,7,1
TKT_09382,IT,Onboarding,High,Resolved,2024-07-05,17.0,AGT_023,4.0,2024-07-22,3,0
TKT_09383,HR,Access,High,Open,2025-04-16,4.0,AGT_006,1.0,2025-04-20,3,0
TKT_09384,HR,Maintenance,High,Escalated,2025-09-18,9.0,AGT_002,,2025-09-27,3,0
TKT_09385,Finance,Access,Critical,Resolved,2026-04-26,1.0,AGT_013,1.0,2026-04-27,1,1
TKT_09386,Finance,Software,Low,Resolved,2025-04-17,26.0,AGT_036,3.0,2025-05-13,14,0
TKT_09387,Finance,Software,Medium,Resolved,2025-05-02,,AGT_039,1.0,,7,0
TKT_09388,IT,Hardware,Medium,Resolved,2025-09-23,28.0,AGT_023,,2025-10-21,7,0
TKT_09389,Facilities,Payroll,Critical,Resolved,2025-05-20,7.0,AGT_014,,2025-05-27,1,0
TKT_09390,Facilities,Software,Medium,Open,2026-05-09,,AGT_031,1.0,,7,0
TKT_09391,Facilities,Hardware,Low,Escalated,2024-10-24,16.0,AGT_044,1.0,2024-11-09,14,0
TKT_09392,Operations,Hardware,Medium,Escalated,2024-10-11,6.0,AGT_041,1.0,2024-10-17,7,1
TKT_09393,Finance,Maintenance,High,Resolved,2025-11-12,21.0,AGT_012,,2025-12-03,3,0
TKT_09394,IT,Payroll,Low,Resolved,2024-11-20,28.0,AGT_009,3.0,2024-12-18,14,0
TKT_09395,HR,Onboarding,High,Open,2026-04-02,5.0,AGT_030,3.0,2026-04-07,3,0
TKT_09396,HR,Hardware,High,Escalated,2025-09-23,28.0,AGT_050,,2025-10-21,3,0
TKT_09397,HR,Maintenance,Low,Open,2024-08-02,28.0,AGT_046,5.0,2024-08-30,14,0
TKT_09398,Facilities,Access,Low,Resolved,2025-09-25,16.0,AGT_050,5.0,2025-10-11,14,0
TKT_09399,Operations,Software,High,Escalated,2026-03-02,3.0,AGT_034,1.0,2026-03-05,3,1
TKT_09400,Facilities,Maintenance,High,Open,2025-05-20,8.0,AGT_015,2.0,2025-05-28,3,0
TKT_09401,Operations,Payroll,Medium,Open,2025-06-17,14.0,AGT_037,3.0,2025-07-01,7,0
TKT_09402,IT,Access,High,Resolved,2024-12-03,12.0,AGT_012,,2024-12-15,3,0
TKT_09403,Facilities,Onboarding,Medium,Resolved,2024-11-09,27.0,AGT_048,,2024-12-06,7,0
TKT_09404,HR,Network,Critical,Resolved,2025-04-20,2.0,AGT_039,3.0,2025-04-22,1,0
TKT_09405,Finance,Hardware,High,Resolved,2025-02-07,2.0,AGT_001,2.0,2025-02-09,3,1
TKT_09406,Operations,Payroll,Low,Escalated,2025-03-02,25.0,AGT_011,3.0,2025-03-27,14,0
TKT_09407,IT,Network,High,Open,2026-01-11,7.0,AGT_022,2.0,2026-01-18,3,0
TKT_09408,IT,Network,Critical,Resolved,2024-12-28,30.0,AGT_014,,2025-01-27,1,0
TKT_09409,Operations,Software,Low,Escalated,2024-06-10,15.0,AGT_012,2.0,2024-06-25,14,0
TKT_09410,IT,Payroll,High,Resolved,2025-03-04,28.0,AGT_020,2.0,2025-04-01,3,0
TKT_09411,HR,Maintenance,Medium,Resolved,2026-03-30,30.0,AGT_018,2.0,2026-04-29,7,0
TKT_09412,Operations,Network,Low,Escalated,2025-06-12,,AGT_034,2.0,,14,0
TKT_09413,HR,Payroll,Critical,Resolved,2024-12-30,26.0,AGT_035,,2025-01-25,1,0
TKT_09414,IT,Onboarding,Medium,Open,2025-04-25,14.0,AGT_035,,2025-05-09,7,0
